l,l,l,l,r,l,r,l,r,p,d,d,d,p,a,c,r,l,r,p,d,d,d,p,a,c,r,l,r,p,a,c,x,y,l,r,p,d,d,d,p,a,c,r,l,w,r,w,w,r,p,d,d,d,p,a,c,r,p,a,c,x,y,l,r,p,d,d,d,p,a,c,r,l,w,r,p,d,d,d,p,a,c
1762.2,1960,2223.2,2557.5,2854.6,3046.8,3316.4,3493.9,3765.9,3927.3,4084.9,4155.1,4222.6,4329.7,4432.2,4507.2,4823.9,5004,5198.1,5349.5,5512.2,5583.3,5648.7,5750.3,5857.4,5932,6243.2,6442.9,6642.4,6801,6945.2,7018.4,7294.8,7440,7624.3,7818.2,7968.5,8129.2,8199.1,8267,8373.7,8477.1,8552.5,8853.5,9022.5,9197.3,9527.7,9690.4,9925.8,10265,10421,10575,10645,10713,10818,10922,10999,11323,11478,11627,11700,11998,12146,12335,12533,12687,12844,12915,12983,13090,13193,13266,14112,14281,14498,15091,15243,15397,15468,15538,15647,15751,15823
1806.2,2055.2,2343,2666.5,2901.5,3157.6,3365.8,3627.7,3815.4,3997,4130.3,4203.6,4286,4385.7,4488.9,4646.8,4874.5,5076,5255.3,5421.8,5560,5631.9,5710.6,5812.2,5914.4,6071.4,6298.4,6508.7,6699,6870.6,7004,7166.5,7414.7,7495.9,7688.9,7874.2,8039.6,8176.9,8250.8,8330.8,8432.2,8534.2,8695.4,8908.2,9116.5,9391.7,9580.9,9826.6,10124,10322,10492,10624,10696,10775,10877,10980,11137,11378,11549,11686,11851,12125,12203,12398,12590,12758,12895,12967,13047,13151,13250,13413,14161,14396,14695,15136,15313,15443,15519,15602,15706,15807,15972
