l,w,w,w,w,r,w,w,w,r,p,d,d,d,p,a,c,r,l,w,w,r,p,d,d,d,p,a,c,r,p,a,c,x,y,l,r,p,d,d,d,p,a,c,r,l,r,p,d,d,d,p,a,c,x,y,l,r,p,d,d,d,p,a,c,r,l,r,p,a,c,r,w,w,r,p,d,d,d,p,a,c
1982.2,2568.2,2822.5,3074,3389,3754.2,3931,4118,4343.1,4653.5,4813.9,4977.4,5047.5,5113.5,5215.2,5322.2,5391.4,5688.9,5850.6,6036.1,6242.8,6587.5,6763.1,6925.2,6996.2,7065.8,7168.9,7272.6,7341.5,7641.9,7807.9,7949.3,8019.5,8282.3,8431.2,8622.8,8804.8,8959.7,9123,9192.6,9262.3,9366,9473,9541.8,9849.2,10097,10641,10798,10957,11027,11095,11195,11304,11374,11675,11822,12008,12203,12361,12520,12590,12660,12764,12870,12938,13309,13489,13679,13834,13974,14046,14371,14537,14755,15093,15253,15416,15487,15558,15660,15768,15847
2017.8,2723.1,2958.5,3248.4,3554.7,3821,4040.2,4250.6,4513.6,4720.5,4890.8,5027.1,5097.3,5176.4,5285.6,5384.1,5544.8,5753.7,5924,6174.4,6428.9,6655.3,6843.3,6976.3,7047.2,7130.4,7236.3,7330.1,7493.9,7707.8,7883.3,8011.7,8176.5,8415,8495.6,8690.5,8871.1,9037.8,9171.9,9246.7,9328.6,9435.2,9534.1,9694.7,9913.6,10165,10708,10870,11007,11077,11160,11268,11366,11527,11805,11884,12077,12270,12436,12572,12643,12725,12833,12930,13098,13375,13570,13750,13908,14038,14199,14428,14677,14955,15161,15332,15468,15541,15624,15731,15830,15993
