l,l,w,w,r,w,r,p,d,d,d,p,a,c,r,l,w,r,p,a,c,x,y,l,r,p,a,c,r,l,w,r,p,d,d,d,p,a,c,r,p,d,d,d,p,a,c,r,p,a,c
1970.4,2505.5,2721.2,3028.4,3380.8,3544.8,3740.3,3906,4064.9,4133.5,4200.1,4301.1,4405.1,4473.6,4765.2,4931.7,5112.7,5441.5,5600.4,5755.2,5833.6,6089.3,6235,6404.1,6594.9,6748.1,6887.6,6956.8,7249.9,7422.3,7601.8,7950.7,8107.4,8262,8331.7,8400.5,8501.8,8607.5,8675.2,8968.1,9129,9283.9,9355.4,9424.2,9527.3,9631.3,9700.6,9994.2,10160,10326,10398
2023.7,2556.1,2892.3,3209.3,3430.6,3638.4,3814.4,3981.3,4112,4183.8,4263.9,4371.5,4466.3,4627.2,4830,5039.6,5317,5506.7,5673.6,5818.7,5975.6,6217.4,6297.2,6472.2,6660.2,6824.5,6950.1,7109.6,7314.4,7510.4,7826.9,8017.5,8184.4,8311.7,8385.3,8467.3,8571.1,8669.5,8826.5,9036.7,9206,9335.4,9407.7,9488.9,9595.6,9691.6,9853.8,10062,10236,10384,10554
