l,l,w,r,l,r,l,w,r,p,d,d,d,p,a,c,x,y,l,w,r,p,d,d,d,p,a,c,x,y,l,r,p,d,d,d,p,a,c,r,l,w,r,r,w,w,r,p,d,d,d,p,a,c,r,l,w,r,p,d,d,d,p,a,c
1976.1,2813,3143,3467,3648.8,3941.5,4125.9,4306.2,4658.1,4818.6,4981.1,5049.1,5117.8,5218.6,5325,5391.8,5681.1,5828.7,6056.2,6227.9,6493.5,6656,6810.3,6879.7,6945.9,7048.8,7154.1,7223,7516.3,7664.7,7856.6,8074.9,8231.2,8384.5,8452.4,8520,8622.2,8724.5,8792.6,9230.3,9403.3,9617.6,10005,10178,10364,10547,10942,11102,11262,11331,11400,11501,11607,11680,12339,12495,12687,12939,13098,13264,13333,13401,13503,13607,13676
2020.6,2847.4,3269.5,3523.9,3799.3,4002.2,4220.2,4514.1,4719,4891.9,5031.8,5101.7,5181.6,5284.5,5381.6,5544.3,5807.6,5891.2,6120.2,6363.3,6556.5,6729.6,6863.2,6933.1,7009.3,7118.5,7214,7377.7,7641.7,7721.8,7924.4,8131.5,8300.8,8433.6,8502.5,8584.6,8690,8784.1,8950.8,9291.8,9521,9803.3,10063,10247,10459,10765,11001,11176,11312,11384,11464,11573,11665,11833,12395,12594,12801,12994,13176,13314,13385,13467,13572,13665,13832
