l,w,r,w,w,r,p,a,c,x,y,l,w,r,p,d,d,d,p,a,c,x,y,l,r,p,a,c,x,y,l,r,p,d,d,d,p,a,c,r,p,a,c,x,y,l,r,p,a,c,x,y,l,w,r,p,d,d,d,p,a,c,x,y,l,r,p,a,c,x,y,l,w,r,p,d,d,d,p,a,c,r,w,r,p,d,d,d,p,a,c
1968.8,2211.9,2493.2,2659.8,2875.9,3190.8,3342.5,3489.1,3560.2,3824.6,3973.3,4146.9,4292.3,4631.2,4781.1,4929.3,4997.8,5064.5,5170.7,5269.9,5345.8,5607.4,5756.9,5934.5,6129,6280.6,6421.7,6494.3,6763.5,6908.8,7090.8,7277.5,7428.4,7580.5,7650.1,7718.1,7824.3,7924.4,7996.6,8311.3,8458.4,8607.9,8686.3,8946.6,9093.5,9282.8,9470,9617,9768.2,9839.1,10104,10256,10436,10594,11068,11219,11378,11447,11515,11621,11723,11796,12124,12274,12469,12659,12812,12960,13033,13333,13483,13662,13822,14304,14457,14617,14687,14758,14864,14967,15044,15791,15948,16301,16460,16628,16698,16767,16875,16977,17050
2075.8,2347.7,2544.4,2787.8,3059.7,3242.6,3410.2,3546.9,3705.7,3950,4025,4205.6,4506.2,4686.5,4850.1,4975.4,5049.2,5128.5,5230.7,5328.2,5489.9,5736.4,5812.3,5995.2,6178.8,6348.7,6481.8,6645,6883.6,6965.9,7148.4,7328.6,7496.1,7629.2,7701.2,7781.7,7881.5,7982.1,8136.2,8369.2,8531.5,8667.6,8828.4,9070.2,9148.2,9347,9524.4,9690.2,9826.3,9987.5,10233,10313,10500,10751,11120,11291,11429,11496,11580,11687,11781,11934,12249,12330,12529,12715,12885,13020,13184,13460,13537,13723,14016,14360,14526,14666,14741,14821,14922,15025,15190,15841,16161,16362,16535,16677,16749,16830,16939,17035,17199
