l,l,l,l,r,w,r,p,d,d,d,p,a,c,r,w,w,r,p,a,c,x,y,d,d,d,p,a,c,r,l,r,p,a,c,x,y,l,r,p,a,c,l,r,p,d,d,d,p,a,c,x,y,l,r,p,a,c,x,y,r,p,d,d,d,p,a,c,r,p,a,c,r,p,a,c,x,y,l,r,p,d,d,d,p,a,c,x,y,l,r,p,a,c,x,y,l,r,p,a,c,x,x,l,r,p,d,d,d,p,a,c,r,w,w
6019.7,6675.5,7087.4,7334.4,7663.5,7837.4,8092.2,8247,8402,8470.6,8538.1,8639.3,8744.2,8812.7,9101.3,9268.1,9433.2,9759.2,9914.2,10059,10130,10385,10528,10679,10748,10815,10914,11020,11084,11393,11558,11748,11897,12042,12111,12386,12535,12698,12898,13048,13185,13256,13542,13737,13889,14047,14116,14185,14287,14392,14461,14718,14863,15029,15221,15375,15511,15591,15865,16013,16394,16562,16720,16791,16860,16963,17067,17136,17443,17605,17747,17817,18132,18294,18445,18515,18787,18932,19103,19302,19458,19621,19689,19758,19859,19967,20034,20479,20631,20812,21046,21204,21352,21423,21747,21895,22107,22310,22465,22607,22678,22957,23109,23310,23531,23683,23844,23915,23985,24089,24195,24265,25183,25344,25563
6072.4,6711.2,7205.1,7512.5,7717.1,7967,8148.2,8316.2,8449.5,8520,8601.7,8705.6,8801.5,8965.4,9164.1,9358,9640,9819.4,9991.4,10121,10282,10508,10592,10729,10800,10881,10985,11066,11243,11457,11629,11812,11974,12101,12264,12516,12597,12771,12965,13124,13246,13402,13610,13802,13966,14095,14166,14250,14353,14454,14614,14843,14927,15098,15288,15451,15574,15734,16001,16079,16462,16636,16773,16843,16924,17031,17126,17288,17512,17682,17810,17974,18198,18375,18507,18668,18918,18992,19170,19369,19533,19669,19740,19822,19927,20026,20190,20611,20692,20883,21111,21278,21415,21577,21878,21963,22179,22378,22539,22670,22835,23093,23175,23384,23600,23761,23895,23967,24050,24159,24257,24419,25246,25460,25756
