y,l,l,l,l,l,w,w,r,w,r,p,d,d,d,p,a,c,r,p,d,d,d,p,a,c,x,l,l,r,p,d,d,d,p,a,c,r,p,d,d,d,p,a,c,l,r,w,r,p,d,d,d,p,a,c,x,y,l,r,p,a,c,x,y,l,r,w,r
1998.2,2135.8,2291.3,2459.7,2648.3,2818,3029.3,3390.6,3740.3,3921.6,4155.8,4306.4,4469,4539.7,4607.5,4715,4817.6,4894.7,5196.7,5361.8,5519.8,5588.8,5656.9,5763.1,5866.6,5944.6,6225.1,6371,6551.4,6742.3,6898.7,7049.2,7117.9,7187.7,7292.3,7398.6,7468.6,7782.5,7941,8101.9,8171.6,8243.5,8346.7,8451.7,8528.4,8823.8,9053.9,9214.1,9564.1,9718.8,9877.6,9947.3,10016,10120,10228,10301,10582,10729,10925,11119,11271,11408,11482,11740,11895,12111,12813,12978,13331
2033.7,2178.3,2330.3,2507.8,2720.7,2933.4,3207.4,3570.1,3802.2,4038.1,4210.4,4379.2,4516.3,4586.1,4667.6,4773,4873.2,5037.6,5255.8,5431.2,5568,5637.4,5719,5824,5925,6082.1,6346.2,6422.7,6613,6796,6967.3,7096.9,7168.4,7247.2,7356.5,7455.7,7617.5,7839.9,8015.9,8150.6,8225,8303.9,8412.9,8508.7,8671.8,8892.2,9112.2,9424.2,9627.5,9793.5,9927.5,9997.3,10081,10187,10284,10448,10710,10788,10987,11169,11339,11467,11628,11875,11954,12172,12865,13187,13386
