w,w,w,r,w,r,p,d,d,d,p,a,c,r,l,w,r,p,d,d,d,p,a,c,r,p,d,d,d,p,a,c,r,p,d,d,d,p,a,c,x,y,l,r,p,a,c,x,y,l,r,p,d,d,d,p,a,c,r,p,a,c,x,y,l,r,p,d,d,d,p,a,c,r,l,w,r,p,d,d,d,p,a,c,x,y,l,w,r,p,d,d,d,p,a,c,r,w,w,r,p,d,d,d,p,a,c,r,w,r,p,d,d,d,p,a,c,r,l,r,p,d,d,d,p,a,c
3494.1,3770.4,4184.2,4574.4,4758.9,5120.1,5286.8,5449.6,5520.4,5587.9,5691.9,5797.9,5875.2,6170.3,6340.9,6514.6,6849.3,7002.2,7160.2,7230.3,7300.4,7407.5,7509.8,7578.8,7893.1,8046.7,8207.2,8275.9,8345.8,8448.7,8556.1,8623.8,8937.9,9100.5,9263.4,9331.4,9402.4,9504.7,9620.8,9681.4,9967.8,10117,10301,10496,10646,10787,10860,11132,11281,11472,11657,11819,11982,12052,12121,12226,12332,12402,12737,12897,13043,13116,13392,13541,13732,13950,14104,14258,14327,14397,14506,14611,14681,15075,15277,15471,15836,15997,16148,16219,16288,16392,16501,16572,16983,17131,17314,17461,17752,17905,18065,18136,18206,18311,18420,18490,19468,19639,19861,20092,20250,20409,20480,20550,20656,20763,20835,21403,21571,21904,22070,22230,22303,22374,22477,22586,22657,23172,23344,23606,23761,23926,23997,24067,24174,24286,24355
3651.1,3913,4333.8,4626.2,4972.6,5177.3,5355.9,5495.2,5568.7,5650,5757.6,5855.4,6015.2,6225.7,6426.9,6725,6907.6,7071.6,7207.5,7279.8,7359.9,7468.1,7564.7,7728.8,7948.1,8121.5,8254.1,8327.2,8407.5,8518,8610.9,8774.8,8994.6,9171.6,9310.3,9381.2,9464.7,9570.8,9668.2,9831.3,10101,10174,10367,10552,10719,10849,11012,11263,11343,11538,11721,11894,12030,12106,12186,12293,12390,12552,12795,12970,13103,13266,13523,13602,13799,14006,14178,14307,14380,14458,14567,14667,14831,15132,15374,15654,15899,16067,16198,16270,16351,16461,16562,16722,17112,17191,17384,17623,17820,17980,18114,18190,18273,18382,18478,18645,19518,19771,19963,20155,20324,20457,20530,20614,20724,20822,20988,21468,21771,21972,22143,22281,22356,22439,22546,22645,22811,23235,23441,23670,23837,23976,24052,24133,24244,24343,24508
