g,b,b,b,b,b,e,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,b,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,d,k,l,e,h,d,k,l,b,e,h,d,k,l,g,g,g,h,g
3475.7,3630.8,3767.3,3913.3,4032.1,4182.4,4332.8,4478.3,4614.5,4752.3,4890.6,5021.8,5166.8,5299.3,5441.6,5585.8,5726.8,5808.8,5912.1,6031.1,6123.1,6241.3,6361.4,6491.2,6609.5,6672.5,6817.4,6943.8,7092,7231.1,7312.5,7409.1,7527.7,7616.6,7736.7,7858.3,7992.1,8109.1,8171,8338.2,8449.8,8578.6,8723.3,8867.7,9010.6,9091.9,9189.8,9308.9,9397.3,9518.3,9639.6,9773.6,9884.9,9952.2,10185,10298,10424,10578,10725,10808,10907,11027,11115,11239,11360,11494,11610,11674,11840,11951,12079,12185,12307,12370,12520,12676,12790,12912,12975,13156,13267,13401,13513,13638,13700,13958,14106,14269,14422,14574
3505.3,3656.8,3799.9,3950.5,4095,4245.2,4387,4533.8,4669,4806.7,4946.2,5075.2,5220.6,5369.8,5514.5,5657.3,5786.3,5872.1,5970.1,6073.2,6209.8,6327.1,6419.9,6544.8,6657.6,6738.8,6869.9,7015.3,7165.8,7289.5,7376.5,7471.6,7570.9,7707.7,7822.9,7918.6,8045.5,8156.7,8238.5,8377.1,8505.9,8647.5,8792.8,8938.1,9065.5,9157.1,9253.2,9350.7,9487.7,9608.2,9702.3,9824.9,9938.1,10014,10225,10353,10493,10646,10784,10872,10968,11069,11209,11328,11416,11547,11659,11738,11876,12005,12112,12239,12357,12434,12575,12709,12843,12960,13040,13187,13320,13436,13567,13686,13766,13981,14145,14293,14449,14630
