g,c,b,b,c,b,b,b,b,b,b,b,b,e,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,b,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,d,k,l,e,j,j
2355.2,2497.1,2633.6,2754.8,2890.9,3028.7,3151,3297.4,3445,3590.7,3746.5,3895.8,4041.3,4193.6,4346.6,4492.3,4633.8,4764.1,4901.8,5047.7,5182.5,5322.8,5466.8,5614.9,5695.8,5796.2,5917.4,6006.7,6125.4,6246.9,6379.6,6496.9,6559.5,6704.1,6826.8,6971.2,7120.8,7202.7,7301.2,7418.8,7507.8,7627.3,7749.3,7878.1,7996.3,8058.5,8223.4,8335.2,8462.4,8604.5,8751.2,8897.2,8980.1,9079.7,9202.2,9291.8,9412.8,9533.8,9665.3,9785.5,9848.6,10024,10141,10277,10384,10503,10566,10711,10838,10994
2383.3,2531.3,2663.4,2788.3,2924.3,3067.5,3180.5,3357.9,3507.6,3658.6,3811.4,3963.9,4110,4248.4,4400,4546.6,4687.1,4817.4,4956.2,5104.2,5253.3,5390.5,5542.1,5671.6,5759.4,5855.8,5959.4,6093,6212.6,6302.8,6430.1,6543.7,6621.8,6758,6895.5,7043.5,7179.4,7266.9,7363.2,7464.6,7598.9,7716.4,7805.4,7929.4,8044,8123.4,8261.3,8389.8,8535.1,8676.1,8823.8,8956.2,9045.1,9141.6,9244.7,9382.8,9501,9591.4,9717.2,9832.4,9909.5,10062,10194,10310,10432,10551,10629,10764,10910,11043
