c,c,c,c,c,c,c,c,b,c,c,b,b,b,b,e,e,e,e,e,e,e,e,e,j,j,j,j,j,i,l,l,d,f,f,i,d,k,l,g,g,e,j,j,i,l,l,d,f,f,i,d,k,l
2253.1,2410,2572.4,2697.1,2950.5,3127.3,3289.6,3452.7,3591.4,3763.8,3958.7,4103.2,4273.8,4433.6,4614.5,4793.9,4950.2,5094,5237.1,5376.4,5537.4,5690.4,5841.2,5990.8,6121.1,6272.4,6424.6,6579.2,6738.1,6886.6,6970.6,7080.9,7201.8,7296.3,7426.2,7550.5,7684.6,7810.2,7872.6,8121.8,8283,8426.6,8559.3,8713,8868.8,8953.2,9049.4,9174.9,9266.2,9392.3,9517.8,9656.5,9784.6,9847
2278.6,2444.8,2602.2,2729.8,2978.8,3153.5,3319.2,3488.3,3650.5,3803.7,3994.8,4171.4,4337.5,4500.5,4676.3,4845.9,5004.3,5148.4,5289.2,5429.9,5590.3,5744.1,5894.6,6047.5,6194.2,6343.8,6496.4,6652.5,6811.6,6946.3,7035.5,7138.1,7244.8,7387.6,7513.1,7613.4,7738.2,7856.9,7940.8,8154.6,8309.4,8477.5,8635.7,8785.2,8925.8,9019.1,9114.3,9217.6,9354.6,9475.8,9577.3,9707.4,9832.4,9914.5
