c,b,c,b,b,c,b,b,b,b,e,e,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,b,b,b,b,e,e,e,e,j,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d
2864.3,3000.5,3147,3280.8,3428.2,3563.5,3728.9,3874.7,4022.7,4167.1,4303.9,4467.1,4608.3,4752.2,4883.4,5022.2,5169,5301.5,5434.6,5575.6,5721.5,5870.6,5951.9,6053.7,6171.6,6260.1,6381.6,6502.5,6636.8,6760.1,6822.6,7023.7,7134.7,7274.9,7407.8,7560.5,7708.8,7848,7986.2,8119.8,8254.7,8392,8536.5,8684.7,8829.8,8911.8,9010.7,9129.3,9219.6,9342.7,9464.8,9594.8,9713.4,9775.9,9944.2,10061,10192,10339,10488,10570,10668,10790,10880,11004,11126,11262,11385,11449,11609,11736,11895,12046,12130,12229,12354,12444,12570,12695,12828
2891.2,3032.6,3175.1,3314.7,3455.9,3595.5,3776.4,3934.2,4087.8,4227.1,4358.2,4522.8,4663.2,4806.6,4936.4,5074.8,5224.4,5355.7,5509.9,5651,5792.8,5926.9,6014.2,6115.1,6215.5,6352.3,6473.8,6559.2,6687.5,6808.5,6885.3,7062.9,7198.7,7338.3,7480.2,7628.1,7767.1,7904.2,8042.3,8176.5,8327.5,8465.2,8612.7,8757.4,8887,8978.7,9073.9,9174.4,9311.3,9432.6,9521.3,9646.2,9761.5,9843.1,9984.7,10116,10266,10412,10547,10635,10732,10835,10974,11096,11183,11316,11433,11514,11664,11810,11969,12106,12195,12295,12398,12538,12663,12756,12880
