c,c,c,c,c,b,c,b,b,b,b,b,b,b,b,b,b,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,d,k,l,e,j,j,j,l,l,d,f,f,i,d,k,l,b,e,h,d,k,l,e,h,d,k,l,e,h,d,k,l
1992.3,2132.1,2260.6,2392.7,2508.9,2626.4,2779.6,2932.2,3069.4,3214.9,3358.4,3506.5,3644.3,3779.6,3926,4074.2,4225.1,4365,4499.5,4630,4763.8,4895,5032.2,5181.7,5333.5,5414.8,5513.1,5634.4,5725.9,5845.8,5968.2,6099.7,6219.7,6279.9,6426.6,6554.5,6700.7,6848.9,6931.5,7031.8,7151.5,7241.9,7362.2,7486.7,7620.7,7739.8,7802.9,7952.1,8083.2,8188.6,8305.9,8367.8,8514.7,8648.6,8796,8943.9,9026.7,9128,9245.1,9337.2,9457.7,9582.2,9715.2,9840.8,9901.3,10072,10186,10317,10421,10542,10606,10753,10881,10993,11113,11177,11329,11472,11582,11697,11768
2018.8,2163.2,2282,2420.9,2539.8,2662.2,2817,2970.8,3134.1,3278.7,3421.7,3568.1,3712.7,3848.1,3999.4,4141.6,4293.4,4420.5,4554.1,4685.2,4816.5,4949.7,5107.1,5252.4,5390.7,5477.5,5575.8,5678.4,5818.6,5937.7,6027.7,6153.3,6267.1,6344.1,6482.9,6625.9,6772.4,6907.6,6996.3,7092.9,7194.8,7332.9,7453.1,7544.8,7672.1,7787.6,7866.2,8004.1,8119.9,8242,8354.4,8434.2,8569.9,8717.8,8865.7,9003,9090.1,9189.4,9289.2,9428.1,9548.9,9639.4,9766.6,9887.1,9966,10111,10241,10350,10476,10594,10668,10805,10918,11046,11162,11240,11383,11507,11635,11754,11833
