n,n,n,n,n,e,n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,g,n,n,e,n,n,e,n,n,e,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,a
1819.2,1976.9,2142.6,2415.2,2576.2,2705.5,3452.8,3592.1,3757.8,3897.7,4105.3,4282.5,4403.5,4589.8,4742.8,4905,NaN,NaN,5263.5,NaN,5464.8,5622.7,5809.4,6031.1,6154.7,6269.4,6451.7,NaN,6653.5,6812.3,6982,7200.6,7326.8,7442.2,7643.2,7784.9,7900.8,8110.5,8257.5,8369.3,8550.4,8708.8,8875.7,9100.2,9223.9,9340.5,9542.7,9683.6,9797.2,9982.4,10139,10297,NaN,NaN,10646,NaN,10842,11000,11180,11401,11524,11640,11828
1869.3,2052,2201.2,2477.8,2643.6,2809.4,3520.5,3666.9,3825.6,4009,4177.5,4355.5,4529.1,4689.8,4839,NaN,NaN,5162.5,NaN,5410.9,5571.2,5725.9,5992.5,6104.3,6234.4,6394.2,NaN,6603.2,6754.8,6914.9,7158.5,7275.4,7404.9,7564.8,7718.7,7865.9,8024.2,8184.2,8328.7,8491.8,8662.7,8806,9061.2,9178.3,9303.1,9465,9617.4,9758.2,9920.5,10091,10241,NaN,NaN,10556,NaN,10794,10946,11100,11364,11488,11601,11762,11976
