n,n,n,n,n,n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,n,n,e,c,x,n,e,a,b,c,x,g,n,n,e,n,n,e,c,x
1799.1,1985,2167.8,2769,2932.4,3123.2,3284.1,3442.2,3573.4,3790.3,3950.2,4062.5,4240.4,4390.6,4549.6,NaN,NaN,4872.3,NaN,5065.9,5219.3,5386.6,5599.5,5726.9,5840.1,6042.8,6180.1,6291.1,6501.3,6652.2,6763.7,6955.1,7107.3,7276.8,7364.2,7631.8,NaN,7826.4,7982.7,8168.2,8381.9,8511.2,8624.4,8823.7,8972.2,9082.9,9277,9434
1843.9,2054.4,2238.4,2820.9,3020.2,3215.4,3358.2,3513,3684.3,3860.1,4021.8,4181.5,4340.1,4488.3,NaN,NaN,4809.1,NaN,5019.9,5169.3,5313.9,5564.8,5673.2,5799.3,5962.6,6116.6,6256.8,6415.8,6574.8,6723.4,6878.1,7053.2,7206.9,7339.5,7523.3,NaN,7776.5,7921.9,8076.4,8347.4,8453.9,8587.4,8747.8,8897.9,9048.6,9208.4,9379.9,9532.1
