g,n,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,n,n,e,n
1703.2,1845.9,1994.6,2154,2278.7,2557.5,2736.2,2863.4,3070,3229.2,3351.6,3544.5,3695.8,3852.4,NaN,NaN,4182.6,NaN,4377.8,4529.9,4704.6,4924.6,5047,5155.9,5364.3,5509.3,5618.5,5799.2,5954.1,6108.6,NaN,NaN,6434.9,NaN,6633.4,6788.2,6956.8,7173.6,7300.1,7414.2,7618.9,7758.9,7871.2,8072.1,8211.7,8324.2,8505,8658.5,8833.4,NaN,NaN,9167.7,NaN,9364.2,9522.6,9702.2,9992.6,10133,10252,10458,10613,10725,10929,11076,11203,11410
1751.5,1916.8,2059.2,2222.1,2388.3,2627.8,2810.1,2978.3,3141.8,3303.7,3467.2,3639.7,3791.2,NaN,NaN,4106.6,NaN,4331.8,4476.3,4626.1,4883.1,4998.2,5122,5279.2,5433.1,5582,5738.8,5904.1,6051.8,NaN,NaN,6364.6,NaN,6584.2,6737.2,6884.6,7137.4,7248.5,7377.9,7534.2,7691.2,7834.2,7992,8144.8,8287.5,8441,8608.1,8757,NaN,NaN,9089,NaN,9315.8,9464.8,9621.6,9882.3,10075,10209,10374,10536,10687,10846,11014,11165,11323,11480
