n,n,n,n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,d,m,p,n,n,e,a,b,c,x,g,e,n,n,n,e,a,b,c,x,d,m,p,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,e,n,n,e
1677.9,1825.9,1986.7,2162.8,2840.9,3018.7,3141.3,3384.1,3501.4,3682.5,3881.4,4035.2,4197.8,NaN,NaN,4534.8,NaN,4735.3,4890.4,5066.5,5288.7,5415.8,5528.2,5734.4,5904.2,6024.9,6221,6374.2,6533.5,NaN,NaN,6874.7,NaN,7074.1,7233.7,7421.7,7646.5,7774.8,7890.8,8095.2,8242.3,8358.5,8564.9,8723,8839.5,9023.2,9177.3,9340.7,NaN,NaN,9676.2,NaN,9874.3,10033,10226,NaN,NaN,10588,10773,10891,11076,NaN,11275,11436,11635,11710,11868,12037,12179,12296,12480,NaN,12680,12841,13016,NaN,NaN,13384,13532,13647,13859,14032,14157,14346,14504,14719,NaN,NaN,15067,NaN,15268,15432,15718,15865,15994,16110
1731.6,1906.9,2056.3,2220.8,2907.2,3084.9,3251.7,3451.9,3625.2,3798.2,3979.3,4135,NaN,NaN,4450.2,NaN,4682.3,4836.2,4989.2,5243,5361,5488.2,5651.6,5807.2,5980.4,6145.1,6325.5,6476,NaN,NaN,6796.9,NaN,7023.8,7182.4,7333.5,7601,7720.9,7849.8,8014.4,8167,8316.8,8483.9,8637.9,8800.5,8957.1,9126.9,9277.4,NaN,NaN,9594.8,NaN,9825.2,9977.9,10134,NaN,NaN,10483,10659,10851,11015,NaN,11227,11375,11535,11679,11817,11924,12112,12255,12417,NaN,12628,12787,12942,NaN,NaN,13271,13456,13609,13770,13932,14107,14276,14450,14604,NaN,NaN,14981,NaN,15217,15373,15535,15822,15937,16072,16231
