n,n,n,e,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,n,n,e,n,n,e,c,x,g,n,n,e,n,n,e
1817.5,1977,2135.7,2292.4,3291.1,3465.2,3589.2,3851.6,4039.3,4162.1,4382.9,4588.5,4712.1,4911,5060.7,5221.6,NaN,NaN,5559.3,NaN,5757.8,5915.5,6086.6,6301.8,6431.3,6546.6,7045.7,7202,7316.6,7505,7661.1,7823.7,NaN,NaN,8159.9,NaN,8356.2,8513.4,8697.9,8923.6,9054.3,9169.7,9398.1,9546.4,9658.6,9843.9,9997.9,10165,NaN,NaN,10495,NaN,10703,10866,11403,11539,11653,11868,12032,12149,12350,12504,12680,12899,13025,13142,13350,13512,13624
1874.7,2034.9,2190.5,2394,3359,3531.6,3698.5,3924.6,4107.5,4278.7,4456.2,4661.2,4831.8,5004.5,5161,NaN,NaN,5475.7,NaN,5706.6,5863,6013.3,6263.3,6375.5,6505.6,6664.1,7119.5,7274.2,7439.8,7607.8,7758.2,NaN,NaN,8084.3,NaN,8307.8,8461,8609.3,8881,8996.8,9129.4,9297.7,9473.2,9618.7,9778.5,9947.1,10101,NaN,NaN,10425,NaN,10640,10809,10966,11478,11611,11777,11941,12108,12271,12455,12606,12861,12974,13098,13265,13425,13594,13750
