g,n,n,n,n,n,e,n,n,e,n,n,e,c,x,n,e,a,b,c,x,g,n,n,e,n,n,e,c,x,n,e,a,b,c,x,g,n,n,e,n,n,e,c,x,n,e,a,b,c,x,g,n,n,e,n,n,e,a,b,c,x,g,n,n,e,a,b,c,x
2280.9,2436.8,5077.8,5245.6,5401.8,5554.2,5675.8,5998.9,6161.4,6281.1,6499.8,6688.5,6809.8,6989.6,7140.4,7301.8,7387.5,7617.7,NaN,7812.2,7963.4,8132.5,8343.9,8464,8577,8771.3,8914.3,9024.6,9213.8,9363.8,9524.6,9610.7,9845.1,NaN,10035,10186,10344,10667,10813,10923,11124,11264,11375,11550,11703,11860,11947,12177,NaN,12369,12525,12684,12906,13025,13135,13327,13470,13582,13767,NaN,13960,14117,14287,14502,14625,14736,14922,NaN,15116,15272
2315.9,2495.8,5135.1,5319.5,5454.1,5620.3,5771.5,6069.1,6233.8,6394.3,6568.3,6761.3,6929.4,7086,7234.9,7359.2,7541.1,NaN,7762.4,7909.6,8060.2,8303.6,8411.8,8536.8,8689,8845.2,8985.3,9144.5,9312.6,9460.4,9586.1,9770.8,NaN,9987.9,10132,10282,10519,10739,10888,11040,11194,11337,11494,11651,11802,11920,12103,NaN,12319,12468,12620,12861,12974,13100,13255,13398,13546,13700,NaN,13915,14064,14216,14464,14574,14702,14856,NaN,15065,15212,15372
