n,n,n,n,e,n,n,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n
1549.2,1695.2,1844.9,1994.9,2176.5,2940.7,3059.9,3223,3394.3,3520.4,3801.8,3997.2,4127.6,4348.1,4531.7,4647.6,4835.2,4993,5151.1,NaN,NaN,5479.3,NaN,5678.3,5836.2,6009,6228.2,6349.2,6463.8,6643.2,NaN,6841.3,6999.3,7174,7389.4,7511.6,7626.6,7832.6,7981.4,8095.2,8276.8,8432.1,8596.2,NaN,NaN,8942.8,NaN,9131.6,9292.1,9461.4,9676.7,9801.3,9915.4,10114
1587.4,1759.7,1908.3,2053.3,2281.6,2983.6,3132.5,3289,3460.9,3630.3,3866.2,4074,4234.6,4421.2,4608.6,4770.6,4940,5090.8,NaN,NaN,5412.2,NaN,5630.5,5786.1,5940.7,6190.3,6302.3,6425.8,6585.3,NaN,6791.8,6942.5,7094.6,7351.3,7476.5,7588.1,7750.1,7906.8,8054.7,8221.8,8378.5,8541.2,NaN,NaN,8854.3,NaN,9083.1,9236.2,9388.6,9640.6,9750.4,9874.1,10037,10187
