n,n,n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,n,n,e,n,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,g
1817.4,1987.7,2134.7,2384.4,2558.2,2682,2972.6,3101.5,3272.9,3475.3,3631.2,3785.5,NaN,NaN,4122.5,NaN,4316.8,4473.8,4736.9,4877.7,4990.5,5194.8,5448.7,5599.8,5712.3,5903.6,6062.8,6229.4,NaN,NaN,6562,NaN,6756.9,6915.5,7099.5,7317.4,7443.6,7555.7,7737.5,NaN,7932.7,8095.4,8281.4
1874.8,2058,2206.6,2460.9,2621.8,2788.2,3039.7,3214.5,3389.4,3569.9,3727.8,NaN,NaN,4047.5,NaN,4271.7,4429.5,4572.5,4815.8,4952.8,5117.8,5267,5516.7,5675.5,5838.9,6013.2,6165.8,NaN,NaN,6487.5,NaN,6708.2,6858.2,7019.8,7275.9,7392.8,7517.8,7680.2,NaN,7886.6,8041.9,8196.8,8463.1
