g,n,n,n,n,n,n,e,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,n,n,e,n,n,e,a,b,c,x,d,m,p,n,n,e,a,b,c
1424.8,1571.1,1728.3,1964.8,2120,2443.3,2628.6,2752.3,3850.6,4027.4,4156.2,4393.2,4590.4,4715.5,4932,5119.9,5244.7,5447.6,5607,5769.7,NaN,NaN,6109.4,NaN,6311.8,6470.2,6634.3,NaN,NaN,6986.9,NaN,7187.7,7348.3,7530.4,7754.4,7882.9,7997,8215.8,8367.8,8482.3,8709.2,8861.5,8976.2,9162.7,9320.4,9492.2,NaN,NaN,9845.3,NaN,10045,10207,10385,10609,10740,10855,11044,NaN,11246,11408,11610,NaN,NaN,11975,12116,12235,12460,12607,12726,12914,NaN,13115,13278,13489,NaN,NaN,13880,14068,14182,14377,NaN,14580
1468.4,1630.1,1775.3,2024.3,2186.1,2516.5,2684.8,2862.3,3918.7,4096.1,4266,4464.5,4661.1,4832.7,5002.9,5195.3,5369.8,5555.3,5706.8,NaN,NaN,6031.4,NaN,6258.8,6417,6572.5,NaN,NaN,6902.8,NaN,7139.6,7294.4,7460.9,7710.8,7846.3,7965.8,8117.2,8288.8,8444,8604.4,8782.7,8934.2,9101.5,9268.1,9423.5,NaN,NaN,9754.7,NaN,9993.5,10152,10317,10564,10701,10812,10976,NaN,11195,11348,11509,NaN,NaN,11870,12047,12193,12360,12566,12681,12851,NaN,13063,13213,13391,NaN,NaN,13753,13948,14141,14305,NaN,14524,14654
