n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,n,n,e,a,b,c,x,g,n,n,e,n,n,e,a,b,c,x,d,m,p,a
1993.7,2116.6,2278.4,2553.2,2715.1,2840.2,3033.6,3192.5,3356.4,NaN,NaN,3713.5,NaN,3913.5,4074,4264.2,4484.1,4615.5,4730.6,4942.5,5084.3,5197.8,5411.4,5559.8,5672.1,5861.2,6016,6183.2,NaN,NaN,6516.1,NaN,6712,6874,7075,7296.4,7426.9,7541.6,7744.2,7909,8025,8218.4,8376.1,8545.7,NaN,NaN,8906.4,9047.7,9161.9,9345.9,NaN,9545.2,9704.5,9890.2,10115,10242,10359,10576,10737,10850,11041,NaN,11239,11397,11576,NaN,NaN,11967
2065.5,2225.8,2384.4,2625.4,2792.9,2964.3,3150.8,3289.1,NaN,NaN,3617.3,NaN,3862.2,4004.4,4170.5,4444,4555.4,4687.8,4857,5014.6,5161.4,5320.2,5485.4,5640.1,5787.7,5961.9,6110.5,NaN,NaN,6450.8,NaN,6663.8,6820.2,6973.7,7254.1,7378.3,7509,7667.5,7828.8,7990.2,8147.4,8321.3,8474.8,NaN,NaN,8810.1,8978,9131.3,9286.1,NaN,9491.6,9648.2,9804.5,10070,10202,10319,10483,10649,10814,10974,NaN,11189,11342,11498,NaN,NaN,11837,12026
