n,n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,n,n,e,c,x,n,n
1674.8,1833.7,1982,2147,2277,2557.5,2726.3,2849.9,3043.4,3198.5,3363.7,NaN,NaN,3720.2,NaN,3920.2,4081.9,4266,4575.1,4721.2,4838.1,5027.2,5187.1,5355.9,NaN,NaN,5696.9,NaN,5897.8,6062.1,6246.7,6470.3,6595.1,6709.3,6897.5,NaN,7097.2,7255.4,7431.8,NaN,NaN,7786.5,7928.3,8044.5,8233.7,8388.8,8563.8,8656.8
1719.5,1906.1,2047.2,2215,2379.5,2622,2795,2966.5,3140,3293,NaN,NaN,3613.9,NaN,3868.8,4025.7,4179.7,4447.3,4645.8,4799.1,4962.5,5134.9,5291.7,NaN,NaN,5618.7,NaN,5844.8,6015.3,6175.3,6426.3,6544.4,6674.5,6833.9,NaN,7048.2,7204.3,7354.4,NaN,NaN,7682.6,7854.2,8003.4,8167.8,8335.9,8493.7,8632.7,8713.3
