n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,n,e,a,b,c,x,n,e,a,b,c,n,n,e,n,n,e,n,n,e,c,x,d,m,p
2338.5,2516.9,2631.7,2866.9,3041.8,3174.9,3386.5,3535.4,3656.2,3839.5,3988.7,4147,NaN,NaN,4468.8,NaN,4657.9,4811.8,4981.7,5194.4,5302.6,5430.3,5631.2,5768.4,5879.8,6057.6,6210,6372.8,6462.5,6693.8,NaN,6885,7036.3,7264.2,7350.1,7597.9,NaN,7789.4,8038.5,8176.7,8290.5,8503.2,8655.9,8769.7,8972.8,9114.3,9231,9418.6,9573.6,9784.2,NaN,NaN
2407.8,2584.1,2738.7,2933.1,3111.5,3289.1,3486.1,3611.3,3776,3939.9,4083.2,NaN,NaN,4397,NaN,4612,4761.1,4914.4,5154.9,5264,5394.9,5553.3,5701.9,5843.1,5996.2,6157.8,6305.4,6437,6619.2,NaN,6836.5,6986.1,7136.8,7325.5,7506.6,NaN,7745.2,7883.5,8106.7,8254.1,8413.1,8571.7,8734.4,8889,9047.3,9192.6,9351.8,9524.8,9674.5,NaN,NaN,10041
