n,n,e,n,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,a,b,c,x,d,m,p,n,n,e,c,x,g,n,n,e,a,b,c,x,d,m,p,a,b,c,x,g,n,n,e,c,x,d,m,p,n,n,e,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,n,n,e
1980.8,2138.9,2263.3,2473.7,2778.9,2944.3,3071.9,3258.4,3410.8,3592.9,NaN,NaN,3921.9,NaN,4119.6,4279.3,4449.2,4671.6,4797,4917.6,5118.5,5265.6,5380.6,5564.5,NaN,5763.1,5919.6,6084.3,NaN,NaN,6439.2,6578.6,6691.5,6872.8,7032.1,7201.8,7419.5,7541.3,7655.6,7837.3,NaN,8034.2,8195,8361.9,NaN,NaN,8703.2,NaN,8902.6,9057.8,9237.7,9457.8,9583.1,9694.9,9879.2,10038,10202,NaN,NaN,10547,10683,10795,10978,NaN,11176,11340,11504,11728,11853,11965,12145,NaN,12343,12507,12705,NaN,NaN,13073,13234,13350
2051.2,2211.4,2372.6,2546,2852.8,3019.7,3190.7,3348.5,3507.3,NaN,NaN,3852,NaN,4072.6,4223.9,4385.1,4626.9,4745.3,4874,5036.9,5193.6,5343.7,5504.8,NaN,5713.5,5865.8,6018.7,NaN,NaN,6338.1,6523.1,6655.9,6816.7,6984.3,7131.1,7380.8,7494.4,7619.7,7775.7,NaN,7985.5,8145.3,8295.8,NaN,NaN,8621.1,NaN,8850.8,9006.9,9158.4,9419.7,9533,9658.8,9816.3,9981.6,10138,NaN,NaN,10457,10617,10758,10916,NaN,11125,11288,11438,11688,11802,11931,12087,NaN,12293,12455,12607,NaN,NaN,12965,13143,13314,13473
