n,n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e
2263.8,2436.4,2596.6,2766.5,2896,3187.8,3368.4,3490.8,3673.6,3825.5,3976.8,NaN,NaN,4296.9,NaN,4492,4644.5,4811.4,5030.3,5153.9,5267,5453.3,5608.4,5766.5,NaN,NaN,6095.9,NaN,6287.2,6441.2,6604.8,6818.2,6943.2,7056.8
2311.6,2501.9,2658.6,2832.4,2996.7,3255,3437.5,3607.2,3769.8,3919.3,NaN,NaN,4234.7,NaN,4443.6,4592.1,4740.4,4988.1,5104.1,5230.2,5387.2,5572.5,5706.3,NaN,NaN,6016.6,NaN,6241.1,6386.4,6536.6,6782.5,6888.1,7015.2,7177.5
