g,n,n,e,n,n,e,n,d,m,p,a,b,c,x,c,x,n,e,n,n,e,c,x,d,m,p,a,b,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,n,n,e,-,-
1926.2,1989,2167.8,2288.3,2509.9,2620.5,2794.8,2994,3315.8,NaN,NaN,3640.4,NaN,3833,3986.9,4218.9,4362.2,4490.5,4604.9,4811.1,4957.6,5071.2,5253.7,5404.2,5576.3,NaN,NaN,5935.4,NaN,6126.5,6278.8,6458.6,NaN,NaN,6811.5,NaN,7002.9,7160.1,7324,7536.3,7656.6,7766.8,7970.8,8130.8,8246.8,8451.2,8621.7,8744.5,9714.3,10488
1958.9,2059.8,2230.6,2392.6,2581.2,2748.4,2911.1,3240.4,NaN,NaN,3579.3,NaN,3783.2,3936.2,4083.6,4320.2,4431.3,4566.5,4726.4,4880.7,5034,5189.4,5349.5,5501.4,NaN,NaN,5831.4,NaN,6080.3,6227.9,6377.5,NaN,NaN,6709.1,NaN,6955.4,7107.6,7254.3,7495.6,7608.7,7733.3,7885.8,8041.8,8207.9,8367.1,8522.2,8696,8862.8,9947.5,10661
