n,n,n,n,n,n,n,n,n,e,n,n,e,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,n,n,e,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,a,b,c,n
1199.8,1678,1819.2,1986.3,2234.6,2393,2668.4,2865.2,3030,3168.5,3641.1,3828.4,3962.8,4192.5,4377.5,4500.8,4829.8,5004.7,5133.4,5963.5,6116,6236.3,6429.6,6583.7,6741.4,NaN,NaN,7072.8,NaN,7272.7,7428.3,7596,7813.1,7939.3,8054,8261.7,8398.8,8511.2,8689.3,8843.6,9001.1,NaN,NaN,9329.8,NaN,9525.8,9680.8,10002,10138,10250,10433,NaN,10633,10794,10963,11181,11308,11421,11603,NaN,11804,11962,12145,NaN,NaN,12478,NaN,12674,12832
1238.8,1712.5,1879.9,2042.6,2306.5,2442.3,2779,2938.4,3098.3,3273.5,3713.5,3900.3,4073.6,4265,4451.3,4614.4,4902.5,5082.8,5251.7,6049.2,6192.6,6359.9,6530.5,6685.2,NaN,NaN,7012.7,NaN,7220.9,7379.3,7526.6,7774.5,7888.3,8017.1,8174.5,8336.1,8477.3,8631.7,8791.8,8945.4,NaN,NaN,9265,NaN,9475.5,9625.7,9779.7,10072,10214,10371,NaN,10587,10739,10893,11144,11257,11387,11543,NaN,11753,11909,12064,NaN,NaN,12398,NaN,12626,12772,12896
