n,n,e,n,n,e,c,x,d,m,p,a,b,c,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,n,n,e,c,x,d,m,p,a,b,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p
1992.6,2169.9,2292.6,2497.7,2696.2,2812.4,3015.6,3166.2,3320.4,NaN,NaN,3649.3,NaN,3844.1,4118,4273.1,4385,4864.7,5009.3,5130.7,5316.4,5467.6,5629.4,NaN,NaN,5973.7,NaN,6167.3,6321.9,6486.7,6702.4,6825.7,7116.4,7256,7366.6,7563.1,7709.4,7880.2,NaN,NaN,8218.6,NaN,8415.1,8572.3,8750.1,NaN,NaN,9095.3,NaN,9293.4,9449.7,9621.2,9915.8,10069,10182,10397,NaN,10593,10753,10961,NaN,NaN
2068.8,2243.2,2410.9,2565.6,2767.9,2926.6,3119.6,3265.1,NaN,NaN,3572.5,NaN,3797.3,3955.4,4190.9,4348.8,4501.3,4942,5086.2,5249.8,5414.2,5565.4,NaN,NaN,5881.2,NaN,6119.6,6269.1,6416.9,6662,6790.9,6901.1,7190.1,7332.5,7487.6,7659,7812.1,NaN,NaN,8134.2,NaN,8366.2,8512.7,8673.5,NaN,NaN,9007.3,NaN,9244.3,9395.7,9548.7,9798.4,9988.5,10148,10306,NaN,10545,10703,10853,NaN,NaN,11210
