n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,d,m,p,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,g,n,n,e,a,b,c
1993.4,2200,2328.1,3279.9,3464,3586,3835.1,4007.4,4127.6,4311.9,4472.3,4627,NaN,NaN,4967.9,NaN,5167,5322.8,5493.8,5716.6,5843.7,5958.2,6157.7,6307.1,6419.1,6604.1,6760.2,6920.9,NaN,NaN,7258.9,NaN,7457.4,7615.7,7779.7,8006.4,8135,NaN,NaN,8453.8,8602.6,8714.6,8901.1,9054.8,9214,NaN,NaN,9565.8,NaN,9770.7,9937.2,10097,10315,10442,10556,10740,NaN,10941,11104,11273,11499,11631,11744,11930,NaN,12130
2069.3,2263.2,2437.8,3349.5,3535.5,3703.7,3908,4084.6,4250.1,4424.9,4574.7,NaN,NaN,4897.4,NaN,5118.9,5275.3,5429,5682.3,5801.8,5919.8,6081.2,6249.7,6380.9,6542.7,6728.5,6879.4,NaN,NaN,7180.7,NaN,7408.9,7567.7,7725.1,7966.8,8094,NaN,NaN,8386.4,8528.8,8675.6,8853,8980.4,9155.6,NaN,NaN,9481.1,NaN,9717.9,9877,10039,10274,10392,10515,10689,NaN,10889,11066,11213,11455,11582,11709,11868,NaN,12083,12187
