n,n,n,n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,n,e,a,b,c,x,g,n,n,n,e,n,n,e,c,x,n
1480.2,1656.2,1814.4,1986.9,2253.9,2430.2,2543.1,2784.8,2958.1,3075.1,3264.1,3413.6,3567.1,NaN,NaN,3895.8,NaN,4087.8,4241.8,4415.2,4630.4,4751.6,4860.8,5047.9,5197.1,5348.8,NaN,NaN,5668,NaN,5860.4,6013.1,6193.1,6411,6541.9,6650.9,6854,7002,7111.2,7300,7449.2,7609.3,7696.8,7935.9,NaN,8125.2,8278.9,8437.8,8660.9,8807.1,8943.9,9054.8,9250.5,9389,9494.5,9674.6,9828.8,9986.2
1517.5,1724,1896.2,2036.9,2325.1,2510.6,2647.4,2850.3,3030.2,3187.1,3360,3501,NaN,NaN,3816.2,NaN,4040.3,4193.3,4333.3,4589.1,4699.7,4826.3,4976.9,5142.8,5290.8,NaN,NaN,5599.5,NaN,5812.3,5959.4,6115.8,6369.2,6484.2,6614.2,6771,6922.7,7076.4,7226.9,7396,7541.4,7671,7849.9,NaN,8077.8,8222.6,8374.4,8614.9,8701.9,8877.8,9019.1,9172.2,9319.8,9462.7,9613.8,9777.8,9931.7,10058
