n,n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,c,x,d,m,p,a,b,c,x,g,n
4559.6,4731.8,5083.7,5255.5,5381,5683.4,5855.2,5976.2,6170.2,6318.6,6474.6,NaN,NaN,6809.7,NaN,7001,7152,7311.8,7537.7,7665.8,7777.3,7968.2,8118.3,8275.3,NaN,NaN,8593.9,NaN,8786.7,8943.2,9105.8,9321.8,9444.2,9552.2,9738.7,9890,10061,NaN,NaN,10395,NaN,10586,10740,10908,11122
4627.2,4782.9,5151.1,5320.2,5481.8,5753.9,5925.8,6095.3,6268.3,6413.8,NaN,NaN,6727.6,NaN,6954,7102.9,7246.4,7492.7,7610.7,7737.8,7900.3,8073,8217,NaN,NaN,8526.3,NaN,8739.6,8889.7,9038.8,9282.8,9407.1,9519.7,9674.3,9854.9,9996.2,NaN,NaN,10308,NaN,10538,10687,10837,11086,11195
