n,n,n,n,e,n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n
1824.2,1956.8,2111.7,2261.4,2396.8,2623.8,3591.1,3772.3,3895.8,4115.8,4272.5,4386.3,4574.8,4728.9,4888.1,NaN,NaN,5217.2,NaN,5415.8,5567.1,5754.5,5968.6,6096.9,6212.9,6418.5,6568.1,6682,6876.8,7032.9,7196.5,NaN,NaN,7528,NaN,7724.9,7880.2,8053.6,8273.5,8399,8513.7,8768.3
1865.5,2030.2,2186.8,2331.7,2503.9,2692.5,3657.8,3862.1,4004,4191.8,4349,4505,4679.1,4827.1,NaN,NaN,5141.7,NaN,5364.3,5508.3,5667,5933.6,6042.5,6170.2,6330.8,6487.5,6647.2,6801.7,6983,7131.2,NaN,NaN,7457.8,NaN,7675.8,7825.6,7977,8232.9,8342.6,8476.6,8634.8,8836
