n,n,n,n,n,n,e,n,n,n,n,e,n,n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,n,n,e
1808.3,1970.7,2173.7,2341.8,2512.8,2668.2,2804.7,3087.2,3239.3,3373.3,3531.1,3670.3,4156.6,4306.7,4457.7,4621.7,4740.7,4959.4,5131.2,5256.8,5481.3,5633.7,5792.1,NaN,NaN,6127.8,NaN,6325.5,6480.5,6655.1,6880.4,7010.9,7126.4,7336.7,7670.9,7848.3,7962.5,8160,8314.7,8473.2,NaN,NaN,8816.8,NaN,9014.7,9170.7,9346.9,9574.3,9702.7,9819.8,10026,10177,10290,10476,10635,10798,NaN,NaN,11129,NaN,11329,11489,11660,11882,12009,12125,12315,NaN,12515,12687,12888,NaN,NaN,13256,13400,13514
1846.1,2025.8,2237.2,2407.3,2600.5,2731.7,2899.9,3166.5,3337,3444.8,3599.5,3785.2,4254.7,4397.4,4528.2,4694.4,4850.8,5030.2,5205.2,5375.3,5586.9,5733.7,NaN,NaN,6049.4,NaN,6277.3,6427.8,6581.2,6839.2,6954.4,7085.4,7251.2,7408.9,7738.1,7922.2,8084.3,8264.8,8417.7,NaN,NaN,8732.9,NaN,8962.2,9118,9271.1,9526.9,9645.1,9778.8,9943.1,10098,10252,10410,10588,10738,NaN,NaN,11061,NaN,11278,11440,11592,11843,11955,12083,12249,NaN,12463,12623,12789,NaN,NaN,13144,13327,13473,13639
