n,n,e,n,n,e,c,x,n,e,a,b,c,x,g,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,g,n,n,e,n,n,e
1988.1,2194.1,2321.5,2541.1,2713.2,2842.2,3032.5,3180.8,3334.4,3422.3,3651.5,NaN,3843,3994,4160.4,4373.6,4495.2,4606.8,4807,4952.1,5058.5,5274.3,5418.8,5531.6,5723.6,5873.7,6028.5,NaN,NaN,6351.2,NaN,6541.1,6696.8,6861.5,7073.5,7199.4,7310.6,7503.2,7639,7750.7,7933.1,8083.9,8242.3,NaN,NaN,8574.9,NaN,8767.2,8922.9,9106.8,9320.1,9439.3,9550.2,9725.2,NaN,9916.9,10072,10245,10459,10588,10698,10894,11029,11140
2058.6,2259.2,2426.2,2607.7,2784.3,2958.4,3123.5,3273.1,3395,3575.8,NaN,3798.7,3947.8,4090.7,4335.4,4447.6,4571.3,4718,4880.2,5024.9,5179.7,5344.8,5491.2,5647.9,5827.9,5969.8,NaN,NaN,6276.4,NaN,6494.9,6646.9,6793.4,7033.1,7147.8,7272.8,7434.5,7576.2,7715.3,7868.2,8034.9,8178.8,NaN,NaN,8494.7,NaN,8716.4,8876.1,9020.4,9284.3,9392.3,9513.6,9670.2,NaN,9874.5,10025,10171,10424,10532,10660,10817,10967,11103,11261
