g,n,n,n,e,n,n,e,n,n,e,n,n,e,c,x,n,e,a,b,c,x,g,n,n,e,n,c,x,n,n,c,x,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,n,e,a,b,c,x,n,e,n
1838.6,1976.3,2123.3,2288.3,2435.7,2716.9,2884.1,3009.8,3246.4,3439.6,3562.2,3769,3924.6,4040.4,4231.2,4380.8,4545.2,4630.3,4867.6,NaN,5060.5,5216.4,5390.5,5620.7,5751.2,5863.8,6068.1,6212.5,6324,6522.6,6739.8,6858,7045.3,7673,NaN,7867.5,8021.2,8205.4,8425.4,8551.3,8665.8,8870.6,9016.8,9130.4,9330.8,9484.2,9652.9,NaN,NaN,9994.8,NaN,10188,10345,10522,10862,11063,11184,11400,11552,11665,11844,11997,12171,NaN,NaN,12518,NaN,12715,12895,13011,13196,NaN,13396,13558,13835,13922,14957
1895.9,2054.7,2198.3,2354.3,2541.7,2788.7,2956.2,3119,3319.2,3510.8,3678.3,3838.5,3996.5,4160.8,4327.2,4477.4,4606.8,4791.7,NaN,5011.8,5169.8,5314.3,5568.4,5706.9,5822.4,5984.6,6139.4,6292.6,6434.7,6640.6,6812.5,6971.3,7113.1,NaN,7817.9,7968.2,8120.5,8387.6,8490.6,8623.1,8784.3,8951.6,9091.3,9256.5,9434,9583.3,NaN,NaN,9903.1,NaN,10140,10290,10445,10704,10930,11138,11311,11471,11625,11784,11950,12100,NaN,NaN,12425,NaN,12664,12814,12968,13134,NaN,13346,13501,13657,13897,14080,15010
