n,n,n,n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,g,n,n,e,a,b,c,x,d,m,p,n,n,e,c,x,d,m,p,n,n,e,a,b,c,x,g,n,n,e,n
1791.6,1981,2135.9,2247.4,3472.4,3652.9,3781.6,4441.5,4605,4735.9,4930.4,5087,5249,NaN,NaN,5608.5,NaN,5806.6,5964.1,6159.9,6379.1,6506.2,6624.4,6824.2,6962.7,7079,7268.8,7423.4,7590,NaN,NaN,7925.3,NaN,8125.7,8286,8462,8685.6,8815.7,8927.2,9126.7,9274.8,9388.7,9579.2,9734.8,9895.2,NaN,NaN,10236,NaN,10433,10595,10768,10989,11118,11231,11444,11594,11714,11893,12053,12222,12444,12572,12684,12871,NaN,13069,13231,13406,NaN,NaN,13770,13932,14047,14241,14398,14571,NaN,NaN,14929,15075,15198,15415,NaN,15612,15772,15987,16210,16338,16455,16661
1835.4,2048.8,2204.6,2349,3544.6,3719.9,3887.4,4512.2,4678.8,4853.5,5032.4,5183.4,NaN,NaN,5513.1,NaN,5758.5,5915.3,6065.8,6342.1,6452.7,6586.1,6746.7,6897.5,7038.5,7195.5,7365.6,7525.1,NaN,NaN,7847.3,NaN,8073.8,8231.1,8403.1,8646.7,8759.7,8889.1,9051.6,9200.4,9354,9512.2,9696.1,9835.2,NaN,NaN,10153,NaN,10381,10543,10693,10948,11065,11192,11354,11517,11669,11835,12006,12152,12404,12520,12653,12807,NaN,13020,13178,13330,NaN,NaN,13664,13842,14008,14170,14351,14494,NaN,NaN,14830,15000,15153,15320,NaN,15561,15721,15872,16164,16283,16415,16584,16734
