n,n,n,n,e,n,n,e,c,x,n,e,a,b,c,x,g,n,n,e,n,n,e,c,x,n,e,a,b,c,x,g,n,n,e,n,n,e,c,x,n,e,a,b,c,x,g,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c
1952.3,2105.6,2256,2430.9,2553.6,2831.3,3003.6,3117.2,3297.1,3446.7,3603.2,3694,3917.7,NaN,4109.1,4263.9,4431.2,4970.7,5114.9,5267.5,5480,5643.3,5753.7,5932.5,6083.9,6237.2,6325.3,6549,NaN,6741.2,6896.3,7057.6,7273.9,7396.5,7509.1,7700.2,7845.8,7957.4,8136.6,8289.5,8448.8,8536.8,8762,NaN,8955.4,9112.5,9272.1,9486.3,9607,9717.1,9910.2,10040,10149,10361,10510,10623,10799,10950,11122,NaN,NaN,11461,NaN,11656
2020.1,2189.6,2324.8,2497.9,2658.4,2900.8,3072.9,3229.8,3392.3,3542.6,3668.1,3844.8,NaN,4062.2,4204.8,4358.6,4604,5046.7,5188.7,5382.8,5548.9,5716.5,5874.8,6037.5,6177.8,6301.5,6480,NaN,6694.6,6839.1,6990.7,7233.6,7347.6,7470.3,7623.7,7786.9,7919.1,8077.7,8238.8,8390.2,8512.6,8692.3,NaN,8905.6,9061.5,9206.5,9447.1,9558.8,9681.2,9836.7,9997.2,10116,10269,10433,10584,10740,10899,11049,NaN,NaN,11373,NaN,11607,11759
