n,n,n,n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n
1993.9,2883.5,3063.9,3241.9,3901.3,4081.1,4213.1,4449.8,4641.3,4767.8,4966,5134.5,5312.8,NaN,NaN,5647.7,NaN,5847.6,6006.2,6185.2,6409.5,6536.9,6656.9,6865.2,7013.3,7128.7,7324.2,7481.5,7645.2,NaN,NaN,7982.7,NaN,8185.2,8347.7,8520.5,8746.5,8877.8,8998.1,9204.1,9348.8,9463.8,9678.3,9846.3,9962.5,10148,10307,10469,NaN,NaN,10806,NaN,11005,11165,11347,11572,11701,11817,12034,12179,12295,12501,12641,12753,12944,13107,13272,NaN,NaN,13605,NaN,13803,13967,14139,14363,14489,14617,14842
2047.1,2927.9,3143.5,3312.7,3978.2,4152.6,4322.1,4521.9,4715.1,4889.3,5074.7,5227.4,NaN,NaN,5577.3,NaN,5801.4,5951.1,6100.7,6366,6495.7,6613.6,6784.2,6937.8,7087.4,7253.6,7427.8,7582.1,NaN,NaN,7906.2,NaN,8131.2,8296.5,8446.2,8702.7,8821.7,8954.2,9120.5,9279.9,9429.3,9582.7,9751,9925.4,10089,10253,10408,NaN,NaN,10734,NaN,10952,11110,11263,11534,11668,11779,11941,12107,12257,12421,12574,12720,12876,13056,13208,NaN,NaN,13533,NaN,13755,13907,14069,14323,14439,14569,14743,14915
