n,n,n,n,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,g
1821.6,1972.5,2159.1,2453.1,2963.9,3119,3244.8,4110.8,4284.2,4408.7,4627,4804.4,4944.4,5136.3,5284.2,5439.8,NaN,NaN,5766.8,NaN,5959.4,6112.3,6278.7,6499.7,6622.7,6734.2,6940.2,7082.6,7194.3,7375.9,7524.3,7679.5,NaN,NaN,8014.7,NaN,8214.8,8373.6,8555.2,8770.9,8898.5,9013.8,9190.3,NaN,9383.2,9539.2,9714.4
1869.9,2048.3,2228.1,2516.8,3046.1,3186.1,3354.3,4182.2,4350.2,4518.2,4696.6,4879,5059.8,5233.4,5378.8,NaN,NaN,5690.5,NaN,5911.4,6061.3,6208.6,6455.1,6571.2,6699.8,6853.9,7011.3,7158.4,7311.2,7476.3,7622,NaN,NaN,7931.6,NaN,8164.6,8316.1,8469.3,8731.5,8842.2,8974.6,9134.9,NaN,9336.2,9483.2,9635.6,9884.6
