n,n,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c
1974.2,2163.4,2308.9,2475.7,2596.6,2934.8,3135.9,3265.1,3474.1,3675.3,3794.1,3988.6,4137.7,4305.8,NaN,NaN,4644.5,NaN,4840.2,4994.4,5163.9,5390.1,5518,5631,5832.9,5973.3,6092.5,6278.6
2026.2,2226.8,2375.1,2563.1,2704,3005.9,3209.8,3373.3,3547.6,3749.9,3916.2,4089.2,4232.2,NaN,NaN,4560.9,NaN,4791.1,4942.7,5093.2,5343,5459.6,5594.4,5752.1,5929.2,6055.7,6213.3,6343.9
