n,n,n,n,n,n,n,n,n,n,n,n,n,e,n,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n
2417.6,2520,3648.5,3812.2,3934.9,4031.7,4220.6,5245.2,5433.3,5986.3,6187.6,6985.3,7162.2,7301.3,7520.2,7809.1,7977.2,8091,8275.4,8425.7,8578,NaN,NaN,8905.2,NaN,9095.7,9245.1,9410.4,9693.5,9855.2
2462.4,2619.9,3683.5,3900.7,3996.2,4131.2,4305.2,5290.4,5502,6098,6282.6,7114.8,7227.3,7410.8,7588.5,7880.1,8047.7,8208,8382.4,8521,NaN,NaN,8834,NaN,9047.2,9193.6,9340.2,9579.5,9765.2,9909.9
