n,n,n,n,n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,n,n,e,a,b,c,x,g,n,n,e
4051.8,4341.2,4503.7,5215.5,5364.6,5503.2,5661.2,5781.1,6078.9,6248.4,6369.2,6569.3,6719.6,6878.1,NaN,NaN,7205.8,NaN,7403.7,7561.7,7735.4,7950.9,8076.7,8191.5,8379.8,8530.9,8691.9,NaN,NaN,9024,NaN,9220.1,9379.8,9543.8,9766.3,9896.6,10009,10209,10365,10479,10664,10818,10981,NaN,NaN,11335,11476,11588,11774,NaN,11969,12128,12305,12522,12649,12762
4250.7,4414.5,4574.4,5328.9,5427.3,5575,5726.9,5892.2,6155.4,6321.2,6490.6,6667.2,6819.8,NaN,NaN,7131.4,NaN,7355.6,7524.2,7658.6,7915.4,8044.5,8150.2,8313.1,8479.8,8630.4,NaN,NaN,8948.4,NaN,9174.4,9323.6,9480,9731.2,9842.7,9972,10155,10283,10437,10604,10768,10913,NaN,NaN,11237,11407,11553,11710,NaN,11924,12074,12226,12483,12598,12728,12882
