n,n,n,n,n,g,n,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,n,n,e,c,x,d,m,p,n,n,e,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,n,n,e,n,n,e,c,x
1123.6,1797.5,1961.3,2110.1,2259.4,2393.3,2679.6,2844.7,3013.7,3176.7,3437.7,3617.3,3748.6,4014.7,4203.9,4326.2,4526.3,4681.8,4846.3,NaN,NaN,5202.1,NaN,5402.8,5561.8,5750.5,5971.1,6091.3,6207.4,6407.5,NaN,6608.8,6771.1,6935.3,NaN,NaN,7276.2,NaN,7474.7,7634.8,7807.6,8027.8,8150.2,8263,8475.5,8615.3,8729,8916.2,9072.3,9234.2,NaN,NaN,9574.2,NaN,9771.3,9930,10103,10329,10454,10568,10767,NaN,10965,11123,11295,NaN,NaN,11644,11788,11902,12092,12247,12414,NaN,NaN,12766,12909,13023,13209,NaN,13409,13570,13737,13961,14088,14203,14383,NaN,14585,14750,14954,NaN,NaN,15320,15466,15582,15799,15943,16055,16243,16401
1158.3,1841.1,2023.6,2162.1,2316.5,2495,2761.1,2910.5,3077.1,3285.1,3503.9,3685.5,3854.4,4083.2,4275,4443.4,4627.3,4779.9,NaN,NaN,5103.1,NaN,5348.9,5505.6,5659,5931.2,6043.6,6169.2,6329.3,NaN,6558.4,6717.3,6866.2,NaN,NaN,7193.1,NaN,7423.2,7583.8,7733.8,7986.7,8102.2,8229.2,8388.8,8560.4,8692.3,8850.5,9019.1,9172.5,NaN,NaN,9493.1,NaN,9721.8,9895.2,10033,10288,10416,10528,10693,NaN,10915,11070,11233,NaN,NaN,11554,11717,11869,12021,12193,12359,NaN,NaN,12673,12839,12991,13146,NaN,13358,13514,13676,13922,14036,14170,14325,NaN,14532,14692,14854,NaN,NaN,15213,15411,15549,15711,15872,16018,16179,16342,16502
