n,n,n,n,n,n,n,n,e,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e
1997.8,2370.2,2500.1,2815.9,3102.7,3414.1,3821.2,3997.4,4123,4330.2,4542,4667.9,4868.9,5056.7,5176.7,5484.2,5628.2,5745.3,5931.2,6088.8,6246.1,NaN,NaN,6568.3,NaN,6764.5,6923.1,7094.7,7309.2,7432.4,7546.3,7750.8,7893.8,8006.2,8191.1,8343.8,8530.3,NaN,NaN,8862.8,NaN,9059.3,9217.5,9391.7,9609.8,9733.9,9847.2,10060,10208,10338
2080.1,2464.5,2647,2963.6,3336,3482.8,3907.1,4063,4263.3,4419.7,4607.8,4786.7,4945.6,5130.5,5292,5552.2,5705.3,5863.8,6040.3,6185.7,NaN,NaN,6504.5,NaN,6716.1,6862.2,7018.1,7266.4,7379.7,7508.9,7667.9,7823.5,7972.1,8126.2,8292.7,8441.9,NaN,NaN,8785.4,NaN,9009.2,9160.5,9316.3,9568.3,9678.5,9809.3,9968.7,10131,10285,10453
