n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,n,n,e
1976.9,2262.1,2441.2,2567.4,2788.5,2956.7,3084.5,3307.9,3455.9,3616.5,NaN,NaN,3940.2,NaN,4133.7,4287.2,4452.9,4663.8,4788.2,4900.7,5098.4,5252.1,5366.4,5553,5704.9,5866.2,NaN,NaN,6198.2,NaN,6387.8,6541.4,6713.9,6929.8,7055.7,7164.5,7371.3,7513.8,7626.5,7814,7967.6,8128,NaN,NaN,8455.7,NaN,8649.1,8805.5,8974.7,9197.8,9321.4,9430.4,9651.6,9793.8,9906.4,10093,10247,10412,NaN,NaN,10764,10905,11016
2045.1,2332.2,2508.7,2673.9,2915,3031.4,3202.3,3404.8,3551.5,NaN,NaN,3876.7,NaN,4087,4235.5,4383.3,4630.4,4736.1,4859.6,5018.3,5170.8,5327.6,5486.1,5654.7,5804.2,NaN,NaN,6118.8,NaN,6341,6487.2,6639.3,6891.2,7003.2,7132.2,7286.3,7443.4,7588,7745,7930.8,8075.3,NaN,NaN,8378.2,NaN,8601.5,8753.7,8901.1,9153.5,9262.3,9395.2,9554.9,9719.2,9870.5,10025,10192,10345,NaN,NaN,10663,10835,10980,11135
