n,n,n,n,e,n,n,e,n,n,e,c,x,n,e,a,b,c,x,g,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,n,e,a,b,c,x,d,m,p,n,g
1684.7,1871.9,2164.8,2318.8,2457.2,3338.1,3499.3,3621.7,3834.1,3995.8,4113.4,4298,4449.1,4610.7,4698.5,4934.3,NaN,5128.9,5280.9,5455.5,5672.4,5796.9,5908.7,6109.9,6256.3,6369.9,6584.7,6723.9,6834.8,7020,7169.8,7328.7,NaN,NaN,7658.4,NaN,7853.2,8021.4,8142.8,8327.7,NaN,8523.7,8679.2,8879.4,NaN,NaN,9219.4,9384.9
1725.6,2074.8,2230.2,2381.8,2566.3,3407.2,3570.1,3727.6,3903.5,4072.8,4227.3,4397.1,4543.7,4673.2,4854.3,NaN,5080.6,5232.7,5378,5632,5742.6,5872.4,6030.9,6184.2,6335.5,6490.8,6653.2,6800.4,6952.8,7121.3,7267.7,NaN,NaN,7581.5,NaN,7808.2,7947,8106,8264.4,NaN,8473.1,8618.2,8774.8,NaN,NaN,9131.6,9330.7,9580.1
