n,n,n,e,n,n,e,g,n,n,e,n,n,e,c,n,n,e,n,n,e,c,x,n,e,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,n,e,a,b,c,x,g,n,n,e,n,n,e,c,x,g,n,n,e,n,n,e,n,n,e,c,n,n,e,c,x,d,m,p,n,n
1945.4,2096,2263.4,2418.3,2608.9,2961.1,3084.6,3656.8,3755.3,3924,4043.4,4198.1,4445.1,4561.9,4745.4,5549.6,5722.4,5834.3,5995.4,6214.2,6333,6511.6,6665.8,6832.8,6918.9,7150.3,NaN,7341.3,7494.2,7665.9,7881.2,8005.8,8120.7,8319.6,8464.3,8573.8,8750.2,8902.2,9064.2,NaN,NaN,9397,NaN,9588.9,9745.6,9921.3,10140,10264,10377,10607,10755,10870,11061,11208,11372,11463,11708,NaN,11902,12060,12241,12469,12594,12710,12913,13054,13167,13348,13502,13677,13892,14017,14127,14332,14482,14596,14799,14956,15071,15271,15423,15566,15682,15868,16021,16199,NaN,NaN,16560,16691
2013.4,2171.3,2331.7,2520.4,2867.8,3028.1,3190.7,3725.3,3832.7,3996.6,4154,4329.4,4518.9,4685.6,4852,5622.8,5790.7,5955.4,6108.3,6289.9,6452.3,6616.7,6763,6897.4,7071.6,NaN,7292.8,7441,7592.2,7844.8,7954.2,8079.6,8241.8,8395.3,8538.6,8681.9,8849.5,9013.2,NaN,NaN,9322.4,NaN,9542.8,9696.8,9845,10097,10210,10338,10497,10677,10831,10989,11151,11306,11438,11613,NaN,11851,11998,12160,12424,12547,12670,12828,12988,13133,13287,13445,13601,13855,13966,14090,14252,14400,14558,14717,14875,15036,15193,15344,15498,15646,15806,15966,16120,NaN,NaN,16450,16643,16777
