n,n,n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,g,n,n,e,c,x,d,m,p,a,b,c,x,g,n
1454.8,1722.3,1962.4,2110.4,2276,2409.3,2821,2981.6,3095.8,3290.1,3443.1,3592.6,NaN,NaN,3919.8,NaN,4115.1,4268.6,4434.8,4648.4,4772.9,4884.2,5088.8,5231.7,5341.5,5518.9,5675.1,5828.6,NaN,NaN,6149,NaN,6344.6,6496.9,6662.6,6871.4,6994.9,7106,7303.2,7438.3,7548.8,7727.8,7880.9,8040.1,NaN,NaN,8360.3,NaN,8553.7,8709.6,8880.7,9099.4,9220.9,9331.5,9512.6,NaN,9704.1,9862.5,10033,10336,10479,10591,10770,10925,11089,NaN,NaN,11425,NaN,11622,11780,11960,12283
1494.5,1770.4,2027,2178.8,2344.7,2514.5,2890,3064.5,3212.5,3393.4,3538.8,NaN,NaN,3849.8,NaN,4067.5,4217.8,4374.7,4612.5,4734.5,4852.4,4998.4,5157.8,5304,5460.6,5638.4,5771.1,NaN,NaN,6086.6,NaN,6294.1,6443.4,6595.2,6834.1,6943.1,7073.6,7222.1,7375.8,7514.5,7667,7833.2,7979.1,NaN,NaN,8300,NaN,8505.8,8652.5,8805.8,9057.2,9169.7,9296,9456.4,NaN,9655.6,9807.9,9960,10213,10409,10557,10712,10872,11025,NaN,NaN,11342,NaN,11574,11722,11888,12141,12359
