n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,c,x,g,n,n,e,a,b,c,x,n,e,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,n,n,e,n,n,n,e,a,b,c
1837.4,1984.8,2144.2,2268.2,2485.5,2662.8,2794.9,2994.9,3145.2,3332.8,NaN,NaN,3662.4,NaN,3853.3,4007.6,4176.2,4392.9,4518.2,4634.5,4841.6,4994.3,5109.1,5288.2,5442.9,5596.5,NaN,NaN,5912.6,NaN,6106.3,6259.5,6425.7,6647,6771.8,6884.9,7082.1,7227.1,7339.5,7518.6,7676.2,7833.3,NaN,NaN,8152.7,NaN,8344.7,8498.2,8664,8879.8,9002.6,9115.3,9298.8,9451.9,9624.1,9844.4,9974.2,10085,10269,NaN,10463,10621,10789,10880,11122,NaN,11317,11477,11652,11881,12003,12117,12313,12456,12567,12753,12907,13070,NaN,NaN,13423,13576,13694,13897,14121,14276,14398,14587,NaN,14785
1905.8,2055.4,2212.5,2371.1,2549.5,2735,2916,3094.9,3241.6,NaN,NaN,3583.5,NaN,3805.1,3958,4110.3,4352.6,4481.6,4594.8,4752.7,4910.6,5069,5227.9,5391.7,5540.8,NaN,NaN,5847.9,NaN,6061.5,6213.2,6357.8,6601.2,6714.4,6849.1,7001.9,7152.1,7304.3,7457,7617.6,7773.9,NaN,NaN,8086.6,NaN,8295.3,8437.8,8597.2,8842.9,8951.7,9078.4,9238,9397,9548.8,9805.6,9918.7,10051,10207,NaN,10415,10566,10718,10851,11036,NaN,11268,11422,11575,11830,11950,12077,12239,12385,12532,12689,12855,13008,NaN,NaN,13320,13488,13654,13813,13973,14190,14353,14518,NaN,14734,14855
