n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e
2353.5,2528.9,2657.9,2926.2,3024.8,3217.8,3405.5,3553.7,3711.2,NaN,NaN,4036.1,NaN,4229.1,4384.8,4547.9,4763.7,4883.8,4995.1,5174.2,5324.3,5478.1,NaN,NaN,5801.4,NaN,5992.1,6145.4,6321.9,6533.2,6660.4,6770.7,6971.9,7109.2,7220.3,7399.6,7553.2,7713.1,NaN,NaN,8047.1,NaN,8240.7,8400.2,8577.8,8789.6,8916.1,9027.6,9227.6,9365,9476.6,9659.7,9814.5,9978.2,NaN,NaN,10306,NaN,10503,10661,10834,11054,11183,11298
2421.3,2598.2,2768.1,2992.5,3178.3,3340.4,3505.2,3652.6,NaN,NaN,3964.7,NaN,4185.5,4331.9,4483.1,4726.9,4835.2,4962.3,5114.3,5272.2,5424.3,NaN,NaN,5735.9,NaN,5944.8,6091.1,6242.3,6497.1,6606,6731.5,6888.9,7042.5,7185.9,7337.2,7497.2,7652.1,NaN,NaN,7965.1,NaN,8191.4,8342.1,8498.8,8750.7,8860.5,8991.6,9148.2,9300.7,9441.3,9602.1,9762.6,9912.2,NaN,NaN,10234,NaN,10453,10611,10761,11015,11125,11254,11422
