n,n,e,n,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e
1992.2,2154.8,2279.9,2506.2,3071.2,3243.6,3363.5,3548,3702.7,3854.6,NaN,NaN,4192.5,NaN,4385.3,4540.7,4714.2,4935.5,5064.4,5177.1,5379.3,5530.7,5643.9
2061.8,2223.8,2387,2577.3,3143.3,3317.1,3482.8,3651.6,3804.7,NaN,NaN,4113.1,NaN,4337.6,4485.4,4634.6,4896.8,5011.8,5142.8,5297.2,5453.1,5609.9,5765.8
