n,n,n,n,n,g,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,n,n,e,n,n,e,n,n,e,n,n,e,c,x,g,n,n,e,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,n,n,e,n,n,e,n,n,e,n
2385.4,2551.2,2697.4,2864,3123,3308.8,3423.5,3600.3,3705.2,3915.2,4069.2,4181.2,4363.8,4515.3,4679.7,NaN,NaN,5007.9,NaN,5202.6,5362.4,5528.2,5743.2,5865.4,5978.9,6162.7,6319,6482.9,NaN,NaN,6812.5,NaN,7008.9,7166.8,7332.3,7549.2,7677.3,7794.8,7985.6,NaN,8183.7,8344.8,8517.1,NaN,NaN,8871.9,9012.3,9131.2,9339.7,9511.7,9627.2,9836.2,9977.8,10093,10302,10446,10562,10744,10899,11064,11282,11406,11519,11708,NaN,11904,12069,12249,12468,12593,12710,12899,NaN,13099,13259,13428,NaN,NaN,13765,NaN,13969,14135,14315,14534,14660,14776,14963,NaN,15166,15330,15507,NaN,NaN,15875,16027,16146,16359,16512,16644,16929,17098,17210,17422
2434.3,2631.5,2777.4,2938.1,3199.1,3361.8,3499.2,3673.2,3813.5,3984.7,4148.4,4301.7,4456.8,4611.6,NaN,NaN,4936.9,NaN,5157.1,5305.5,5466.7,5707.6,5817.4,5940.2,6100.6,6262.7,6421.9,NaN,NaN,6740.7,NaN,6959.1,7117.5,7267.7,7512,7624.7,7751.6,7913.3,NaN,8134.3,8283.6,8445,NaN,NaN,8779.9,8940.7,9090.8,9253.9,9414.8,9589.4,9747.1,9909.9,10057,10216,10378,10527,10690,10845,10999,11242,11353,11485,11645,NaN,11856,12008,12170,12429,12546,12673,12835,NaN,13048,13203,13361,NaN,NaN,13692,NaN,13913,14074,14234,14497,14610,14737,14904,NaN,15108,15286,15428,NaN,NaN,15765,15947,16106,16272,16437,16590,16766,16998,17176,17332,17498
