n,n,n,n,e,n,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,n,n,e,n,n,e,n,n,e,c,x,g
2803.1,2933.5,3098.6,3253.6,3371.7,3633.1,3927.7,4109.2,4222.5,4430.1,4598.2,4715.9,4909.6,5061.9,5250.1,NaN,NaN,5571.8,NaN,5769.5,5926.6,6104.1,6321.7,6447,6565.4,6772.5,6910.6,7023,7205.8,7359,7525.7,7617.1,7818.4,7972.9,8089.3,8274,8428.8,8616.8,NaN,NaN,8942.8,NaN,9137.4,9294.4,9470.7,9690.4,9816.6,9932.7,10150,10287,10412,10595,10750,10934,NaN,NaN,11282,11424,11540,11748,11887,12001,12208,12354,12467,12653,12809,12981
2894.7,3064.1,3163.9,3320.3,3484.1,3703.5,3998.5,4180.4,4336.6,4501,4674.9,4835,5000.7,5158.8,NaN,NaN,5506,NaN,5720,5869.8,6025.1,6280.5,6398.1,6526,6683.6,6853.9,6986.2,7144.8,7301.4,7457.3,7589.8,7672.7,7888.8,8050.9,8210.9,8374.3,8527.3,NaN,NaN,8875.6,NaN,9089,9247.9,9390,9644.3,9764.3,9895.5,10052,10234,10363,10530,10691,10850,NaN,NaN,11187,11354,11503,11659,11842,11964,12126,12283,12432,12590,12750,12908,13161
