l,l,r,i,r,r,e,a,b,r,n,n,a,b,r,n,n,a,b,i,r,e,e,e,e,a,b,r,n,n,n,a,b,r,l,i
2182.8,2401.6,2605.8,2831.7,3005.8,3208.5,3401.4,3534.5,3601.3,3785.3,3996.2,4135.2,4280,4347.8,4514.8,4694.2,4839.7,4989.8,5056.5,5220.3,5304.8,5411.3,5551.2,5681.1,5812.7,5939.2,6007.6,6161.5,6347.1,6497.2,6634.6,6773.3,6841.4,7008.8,7212,7406.1
2253.5,2470.6,2671.7,2879.1,3072.8,3273.6,3508.4,3585.1,3660.3,3861.4,4068.9,4207.5,4331.2,4404.1,4569.5,4765.6,4911.6,5038.7,5113,5271.5,5365.4,5510.1,5648.7,5779,5913.8,5991.3,6052.6,6230.8,6419.1,6566.7,6710.6,6824.1,6896.5,7078.4,7279,7446.7
