l,l,l,r,i,i,i,i,i,r,r,r,e,a,b,r,i,r,n,n,a,b,r,l,r,e,e,e,a,b,r,n,n,n,a,b,i,r,e,e,a,b,r,i,n,n,n,a,b,r,i,e,e,a,b,r,e,a,b,r,l,i,i,e,a,b,r
1334.1,1530.9,1782.8,1987.9,2231.3,2458.3,2665.2,2868.2,3078.2,3255.3,3460,3651.6,3843.1,3965.1,4032.4,4222.3,4453.9,4623.4,4803.9,4951.8,5091.7,5159.9,5302.2,5511.5,5685.4,5882.5,6016.4,6143.6,6272.4,6339.6,6474.3,6651.8,6799.1,6933,7079,7145.6,7342.8,7420.2,7526.4,7662.8,7781.3,7848.8,8022.9,8237.8,8407.9,8548.9,8685.6,8817.9,8886.2,9058.9,9140.3,9255.6,9384.8,9506.8,9575.6,9778.8,9992.4,10122,10190,10382,10578,10779,10948,11131,11259,11328,11507
1354.1,1583.2,1822.3,2047.1,2271.7,2492.8,2706.8,2907.3,3119,3317,3520.8,3715.2,3934.4,4013.1,4083.1,4289.1,4495.4,4683.5,4871.7,5020.5,5142.4,5211.6,5369.2,5576.4,5754.9,5982.6,6120.7,6251.7,6322.5,6387.3,6542.8,6719.4,6867.9,7005.9,7128.8,7197.4,7383.3,7472.3,7632.5,7755.7,7832.1,7897.5,8085.7,8275.9,8480.3,8620.9,8756.8,8869.5,8938.4,9103.4,9195.4,9355.2,9483,9557.8,9623.7,9849.6,10102,10172,10242,10453,10642,10820,11007,11235,11310,11379,11576
