l,l,r,l,r,i,r,e,a,b,r,n,n,a,b,r,i,l,r,r,e,e,e,a,b,r,n,n,n,n,a,b,i,l,r,e,a,b,r,l,i,r,e,a,b,r,n,n,n,n,a,b,r,l,i,i,i,i,i,n,n,n,n,n,a,b,r,l,i,r,e,a,b,r,n,n,a,b
1797.8,1983,2182.8,2385.1,2576.5,2780.7,2967.2,3157.9,3288.9,3357.1,3546.3,3743.9,3883.4,4029.5,4098,4257.2,4510.6,4695,4887,5077.5,5263,5403.2,5538.8,5676.8,5746,5948.1,6142,6296.8,6431.8,6586.3,6755.2,6823.5,7556.8,7736.5,7918,8139.4,8272.9,8342.4,8483.7,8681.1,8873.4,9031.7,9213.8,9346.5,9415.9,9581.6,9778.6,9914.6,10061,10196,10336,10410,10586,10800,11004,11188,11353,11517,11721,11885,12034,12169,12313,12475,12616,12691,12859,13060,13269,13421,13613,13746,13817,13967,14177,14327,14471,14546
1853.1,2055.5,2242.5,2466.6,2637.8,2826.4,3031.3,3259.9,3340.9,3413.1,3617.8,3821.7,3956.9,4080,4155.2,4335.7,4548,4780,4947,5143.7,5374.2,5504.8,5643.8,5741.1,5808.8,6040.1,6217.2,6374.2,6507.5,6662.5,6811.2,6884.9,7599.6,7814.9,7977,8247.6,8325.3,8398.3,8561.8,8748.7,8914.7,9088.2,9318.7,9397.1,9474.2,9654.3,9849.6,9988.3,10134,10270,10392,10466,10660,10873,11048,11236,11403,11562,11769,11957,12111,12243,12389,12548,12672,12748,12934,13136,13314,13488,13721,13805,13877,14054,14255,14404,14531,14600
