l,l,r,i,r,i,r,r,e,a,b,r,n,n,n,a,b,r,l,i,r,e,e,e,e
1799.8,1988.5,2234.6,2445.4,2621.2,2846.7,3010.8,3196.3,3383.5,3515,3583.2,3738.1,3941.7,4093.8,4237.2,4379.2,4453.2,4602.9,4807.2,5020.5,5188.7,5376.6,5512.9,5650.1,5772.9
1824.6,2062.8,2295.7,2489,2688.6,2889.1,3077,3256.5,3492.5,3567.8,3639.9,3803.8,4010.2,4162.8,4308.3,4434.2,4502.5,4674.6,4884.4,5059.1,5244.4,5480.5,5617.6,5748.3,5911.4
