l,r,l,r,l,i,i,r,e,a,b,r,n,n,a,b,r,l,i,r,e,a,b,r,l,i,i,i,i,i,r,e,a,b,i,r,e,e,e,e,e,a,b,r,v,x,a,b,r,n,n,a,b,r,v,x,a,b,i,i,e,e,e,r,l,i
1798.9,1994.1,2183.2,2358.4,2549.6,2753.7,2929.2,3076,3253.8,3379.3,3447.4,3598.8,3784.9,3926.6,4057.5,4125.5,4306.7,4496.5,4690.8,4847.8,5030.2,5161,5229.2,5411.6,5607.8,5800.3,5982.7,6151.3,6336,6533.7,6692.6,6873,7000.7,7069.1,7235.4,7313.9,7420.1,7557.3,7693.6,7817.8,7946.1,8068.8,8138.7,8275.4,8467.7,8529.8,8642.8,8715.6,8850.3,9042,9180.9,9311.7,9385.2,9520.6,9726.5,9791.4,9908.2,9980.1,10136,10221,10329,10470,10610,10865,11061,11265
1870.4,2054.4,2260.7,2421,2630.9,2796.9,2968.4,3130.1,3358,3428.5,3493.2,3662.4,3850.5,3995.1,4109.1,4177.6,4372.5,4558,4733,4901.4,5134.5,5211.7,5275.2,5479.9,5679.8,5849,6020.5,6189.4,6380.3,6572.5,6751.6,6977.6,7053.1,7121.4,7281,7372.5,7519.2,7654.6,7779.4,7916.4,8046,8120.4,8189.7,8343.2,8500.9,8570.1,8696.8,8768.1,8922.8,9115.5,9254.2,9369.1,9442.8,9599.7,9766.9,9834.4,9963.9,10034,10185,10271,10429,10571,10745,10937,11125,11306
