i,r,i,r,r,r,n,n,a,b,r,i,i,i,n,e,e,a,b,r,n,n,n,a,b,i,r,e,e,e,e,i,n,n,n,a,b,r,v,x,a,b,r,l,r,n,e,e,e,e,e,a,b,r,l,i,i,n,e,a,b,i,r,e,e,e,a,b,r,i,i,i,r,e,e,a,b,r,n,n,n,a,b,r,l,i
1997.1,2236.3,2455,2640.5,2829.9,3016.4,3192.7,3339.4,3488.6,3555.7,3690.9,3896.2,4073.5,4278.7,4444.9,4601.9,4737.9,4861.5,4930.9,5104.1,5295.7,5432,5569.2,5706.7,5780.8,5953,6034.3,6151.3,6281.5,6412.1,6542.3,6769.6,6960.3,7104.4,7239.6,7376.7,7445.3,7581.3,7779.5,7842.5,7965.6,8033.2,8174.8,8363.4,8548.8,8745.8,8896.1,9032.9,9167.9,9300.5,9431.6,9559.6,9628.5,9800.3,10010,10206,10380,10557,10722,10857,10927,11109,11195,11304,11446,11578,11704,11777,11963,12201,12403,12573,12765,12976,13111,13240,13311,13466,13677,13822,13970,14107,14182,14351,14561,14786
2041.3,2304.5,2498.8,2701.5,2894.2,3081.6,3260.2,3410.4,3538.5,3611.4,3763.8,3942.4,4116.9,4323,4515.1,4712.5,4839.8,4915.2,4984.6,5177.2,5368.9,5500.2,5641.4,5760.7,5835.3,6003.1,6095.1,6252.6,6381.3,6514.7,6679.4,6857.7,7034,7178.1,7311.7,7426.7,7500.4,7656.7,7815.3,7880.7,8015.6,8083.2,8243.3,8430.5,8621.3,8819.8,9002.1,9132.6,9274.5,9403,9535.6,9609.9,9684.5,9879,10079,10254,10425,10634,10831,10910,10981,11163,11254,11409,11547,11678,11760,11827,12040,12253,12442,12624,12841,13077,13221,13292,13364,13542,13752,13897,14043,14166,14238,14425,14643,14832
