l,r,l,l,i,r,r,e,a,b,r,n,n,n,a,b,i,r,e,e,a,b,r,n
1778.2,1981.9,2168.6,2355.3,2573.2,2764.7,2939.7,3111.1,3242.2,3310.3,3463.7,3649.9,3785.2,3918.3,4054.2,4121.5,4283.1,4364.3,4468.1,4604.7,4728.8,4798.2,4936.5,5126.8
1846.3,2033.6,2243.1,2438.5,2613.1,2824.7,2993.4,3215.5,3292.1,3362.1,3527.1,3721.8,3859.5,3988.7,4102.8,4173.2,4324.1,4411.2,4571.7,4702.1,4775.8,4840.8,5004.8,5192.8
