l,l,l,i,r,i,r,r,l,r,r,n,n,n,l,l,l,r,r,e,a,b,r,e,e,a,b,r,n,n,n,a,b,r,e,e,e,a,b,r,n,n,e
1539.1,1768.3,1992.9,2259.4,2466.2,2694.2,2879.1,3085.6,3281.8,3477.6,3669.7,3841.6,3982.8,4120.6,4277.4,4456,4666.5,4850.2,5043.8,5225.8,5357.6,5427.9,5591.9,5813.8,5949.2,6078.9,6149.2,6313.2,6520,6670.4,6815.7,6957.8,7026.3,7173.4,7378.3,7516.5,7652.1,7779.1,7849.8,8032.1,8227.5,8361.8,8515
1570.2,1816.2,2054.2,2303.9,2532.4,2738.6,2935.1,3148.6,3367.3,3539.2,3730.2,3913.4,4053.9,4194.5,4355,4537.5,4758.3,4917.9,5112.8,5333.5,5412,5485.6,5670.6,5920.3,6052,6131,6201.5,6382.5,6596.2,6743.3,6890.3,7008.8,7078.6,7240.6,7484,7623.3,7750.9,7830.9,7902.7,8108.5,8300.3,8437.6,8673.5
