n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,f,a,b,l,e,d,g,f,a,b,l,e,d,g,f,n,n,a,b,l,e,d,g,f,n,n,n,a,b,l,e,d,g,f,n,n,n,a,b,l,e,d,g,f,n,n,f,n,n,n,a,b,l,e,n,n,f
3744.5,3895.2,4063.3,4393.3,4546.7,4707.7,5381.6,5530.3,5761.7,5869.9,6065.4,6225.8,6381,6532.5,6682.8,6837.7,6993.1,7137.2,7342.6,NaN,7528,7676.7,7881.9,NaN,7960.9,8140.7,NaN,8327.8,8472.1,8681.1,NaN,8756.5,8949.3,9108.1,9225.6,NaN,9408.6,9566.7,9776.2,NaN,9855,10034,10206,10356,10460,NaN,10643,10793,11005,NaN,11082,11286,11433,11607,11719,NaN,11906,12055,12264,NaN,12340,12527,12687,12801,13231,13382,13541,13642,NaN,13828,13982,14194,14310,14412
3796.1,3967.8,4131.4,4468.1,4622.8,4824.3,5418.9,5586.6,5814.6,5982.9,6143.3,6306.1,6460.4,6613.8,6766.3,6927.2,7082.8,7207.6,NaN,7476.1,7623.7,7758.3,NaN,7928.6,8014.4,NaN,8272,8431.2,8561.4,NaN,8727.3,8819.3,9023.8,9189.3,NaN,9344.5,9509.5,9651.8,NaN,9822,9909.6,10107,10284,10432,NaN,10579,10740,10881,NaN,11048,11137,11379,11532,11691,NaN,11840,11993,12142,NaN,12312,12400,12594,12767,12860,13292,13466,13616,NaN,13762,13919,14070,14271,14382,14472
